id,text,category
2970078,не горит свет,Благоустройство
2970079,Водосточные трубы должны быть окрашены в соответствии с колерным бланком фасада,Фасад
2970082,Лифт в ужасном состояние. Лифт трясет!постоянно ломается.Кнопка на 5 этаже работает через раз.В 2015 году приходила комиссия (прикладываю фото результата комиссии).,Содержание МКД
2970098,несанкционированная торговля,"Незаконная реализация товаров с торгового оборудования (прилавок, ящик, с земли)"
2970104,Мусор на газоне,Благоустройство
2970110,"Добрый вечер. К вам обращается жительница улицы Звенигородской, которая каждый день по два раза проходит вдоль достаточно длинного дома номер 5. По этой улице практически фасады всех домов отремонтированы. Но стоит один дом за номером 5, в котором располагается множество организаций, в том числе относящаяся к Министерству обороны России. Фасад этого дома так сильно обветшал, что его уже укрепили сеткой, но с него  продолжают падать части отделки. Следует принять во внимание тот факт, что путь от станции метро ""Звенигородская"" в Океанариум пролегает мимо фасада опасного дома и по нему часто проходя группами туристы в том числе и дети. Наличие опасности для прохожих не вызывает сомнений.  
Ранее, на аналогичное обращение был дан ответ, что ремонт фасада будет проведен ДО 20.10.2020, что не соответствует действительности. В настоящее время к ремонту даже не приступили.
Прошу обратить внимание и принять меры по приведению фасада указанного дама в надлежащий вид.
ОТКЛОНЕНИЕ НЕ ОБОСНОВАНО!!!",Фасад
2970111,Водосточные трубы должны быть окрашены в соответствии с колерным бланком фасада,Фасад
2970122,После проведения работ УК по отсыпки чердачного помещения не до конца произведена уборка парадной 1. имеется грязь на лестнице и в лифте. График уборки к слову куда-то пропал.,Содержание МКД
2970128,Разбиты 2 стекла в дверях на лестничной площадке 3 подъезд 4 этаж,Содержание МКД
2970129,Необходимо восстановить штукатурный слой на лицевом фасаде,Фасад
2970133,"Мусор на газоне вдоль проезжей части: бумага, полиэтилен и прочее",Благоустройство
2970136,Мусор на газоне вдоль дороги.,Благоустройство
2970167,"На лицевом фасаде по Загородному проспекту самовольно размещены чёрные светильники, не соответствующие архитектурному облику фасада",Нарушение правил пользования общим имуществом
2970182,"По адресу: Санкт-Петербург, улица Куйбышева, дом 5, литера А, пар. 4
Закрасить краской стены дома",Фасад
2970190,Сломано дерево повисло над пешеходной дорожкой напротив между 3 - 4 подъезда Вавиловых 4к1 между детским садом.. На высоте 3 этажа...вложенный фото отчёт вами вообще с другой стороны дома,Благоустройство
2970199,Необходимо привести проводку в надлежащее состояние на первом этаже первого подъезда. В настоящий момент проводка находится в неудовлетворительном состоянии.,Содержание МКД
2970210,Необходимо окрасить водосточные трубы в соответствии с колерным бланком фасада и восстановить штукатурный слой вокруг домофона,Фасад
2970226,грязная дверь,Фасад
2970227,Сломано сиденье скамейки. Привести скамейку в нормативное состояние,Благоустройство
2970231,Надписи на стене дома. Удалить надписи.,Благоустройство
2970234,Надписи на щитовой. Удалить надписи.,Благоустройство
2970252,Необходимо удалить несанкционированную рекламу с оборудования МКД на первом этаже в первом подъезде.,Содержание МКД
2970259,"21.10.20г. в 19.17 прорвало трубу отопления на чердаке  над квартирой , собственником которой я являюсь.Прорыв трубы привел к протечке воды в квартиру ,в связи с чем произошло накопление воды в натяжном потолке,намоканию большого участка обоев в углу и пятну на обоях над окном.Заметив протечку обратились в аварийную службу,протечку по словам ЖКС 1 Выборгского района устранили.Далее обращались в 004 и сам ЖКС1 для вызова мастера по эксплуатации Ахтырской Анастасии Евгеньевны для составления акта после протечки,но на 26.10.20г мастер так и не пришла и даже не отзвонилась.Устраняя последствия протечки мы(собственники)вызывали мастера по потолкам,что бы слить накопившуюся воду в потолке за собственные средства,так же на 3 день в намокшем углу полностью отклеились обои.Над навесным потолком полностью намокла штукатурка ,которая частично осыпалась при демонтаже потолка.Необходима замена труб отопления хотя бы на участке над  кв 53!во избежании дальнейших протечек!Фото прилагаем.",Центральное отопление
2970300,Необходимо установить исчезнувшую дверь в межэтажном тамбуре первого этажа третьего подъезда.,Содержание МКД
2970334,Необходимо удалить несанкционированную рекламу с межэтажной двери второго этажа 1-го подъезда.,Нарушение порядка пользования общим имуществом
2970350,прошу убрать листья,Благоустройство
2970353,Порванные провода свисают с троса между домами Стахановцев 10/3 и 10/4,Благоустройство
2970354,"Мусор стоит все выходные,у 2 парадной Спирина 16/2,от пакетов зловония! Просим срочно убрать!!!! Жильцы задыхаются от вони!!!",Благоустройство
2970355,Необходимо удалить несанкционированную рекламу с дверей лифта второго этажа 1-го подъезда.,Содержание МКД
2970360,"Необходимо удалить рекламу интернет-провайдера, несогласованную с собственниками МКД. 1-й подъезд, 2-й этаж.",Нарушение порядка пользования общим имуществом
2970378,Необходимо очистить двор от мусора и листвы,Благоустройство
2970379,"Полные урны, доски. Двор дома Ткачей 46 стр. Ед",Благоустройство
2970385,"Добрый день,
Во 2й парадной домофон перестал воспроизводить звуки, человек звонящий в домофон не слышит, что ему говорят из квартиры.
Звуковой сигнал открывания домофона ключем также пропал",Содержание МКД
2970420,"Прошу предоставить выкопировку (скан-копию) из проекта по освещению данного этажа МКД (находится в ТСЖ), который не предусматривает освещения в указанном месте. Снятый светильник является эвакуационным и не может быть самовольно убран с эвакуационной лестницы ТСЖ, лишь на основании голословного утверждения что ""восстанавливать освещение около дверей на переходные балконы нецелесообразно"". 

Необходимо эвакуационное освещение восстановить. Напоминаю, что при эксплуатации эвакуационных путей необходимо обеспечивать соблюдение проектных решений и требований нормативных документов по пожарной безопасности (в том числе по освещенности, количеству, размерам и объемно-планировочным решениям эвакуационных путей и выходов, а также по наличию на путях эвакуации знаков пожарной безопасности) в соответствии с требованиями статьи 84 Федерального закона ""Технический регламент о требованиях пожарной безопасности"" (п. 33 ППР РФ). Прилагаю также СанПиН 2.1.2.2645-10 5.5 по нормам освещённости в МКД.",Содержание МКД
2970439,Бумажные объявления на стене дома на большой высоте,Благоустройство
2970464,реклама на сооружении,Благоустройство
2970476,рисунки на ящике,Благоустройство
2970489,2 парадная: почтовые ящики замызганные...,Содержание МКД
2970495,мусор в подъезде,Содержание МКД
2970513,"Возле люка провалился асфальт, можно упасть на таком участке. Данный участок несëт опасность для жизни и здоровья граждан. Прошу сделать немедленно.",Повреждения или неисправность элементов уличной инфраструктуры
2970526,"дороги все в дырках безобразие.Кого года фото фиксация?Фото мною сделано 21.11.2020 так,что ваши фото не достоверны.При дворовые территории в ужастном состоянии во Фрунзенском районе.",Благоустройство
2970531,Горы мусора !,Благоустройство
2970535,"В подъезде 2 не работает освещение на 1м, 2м, 3х этажах.
А также сломан выключючатель на 1м этаже.",Содержание МКД
2970541,"Реклама. По адресу: Подольская ул., дом 34, литера А, собственниками вновь помещения самостоятельно возвращена на прежнее место рекламная вывеска.",Благоустройство
2970547,"Не ровный тротуар, постоянно собирается лужа.",Благоустройство
2970549,"Можно это как-нибудь устранить (чтобы провода не весели, штукатурка не сыпалась )?",Содержание МКД
2970574,"У двух Ящиков расположенных в холле первого этажа предназначенных для пожарных гидрантов сорваны пломбы и отсутствуют пожарный рукав, что нарушает требования пожарной безопасности￼!",Содержание МКД
2970599,Не вывезен мусор по адресу Савушкина дом 13,Содержание МКД
2970621,"Необходимо удалить рекламу интернет-провайдера, несогласованную с собственниками МКД. 1-й подъезд, 6-й этаж.",Нарушение порядка пользования общим имуществом
2970648,Несанкционированные надписи на воротах,Благоустройство
2970685,необходимо восстановление тротуара в месте занижения бордюра,Благоустройство
2970701,На лестничной клетке между 4 и 5 этажом в 1парадной дома 203-207 разбита часть стекла.,Содержание МКД
2970722,Захламление под лестницей. Хранение пожароопасных и горючих материалов.,Благоустройство
2970726,Мусор не детской площадке,Благоустройство
2970732,"Неисправно уличное освещение, частично не работают фонари на столбах, вдоль забора Военной академии связи от улицы Г дротехников до дома 9 корпус 9 по Тихорецкому проспекту.",Благоустройство
2970742,"Разноцветный фасад дома имеет незаконченный вид, предположительно он полностью должен быть облицован плиткой, однако облицован лишь частично. Кирпичи местами пошли трещинами.",Фасад
2970744,"На дороге у дома 19к1 по ул Коллонтай после дождя образуется огромная лужа, которая делает невозможным проход родителей с коляской и крайне затрудняет движение пешеходов.",Благоустройство
2970746,В 1 подъезде дома 15 по Пулковской на лестничной площадке между 3 и 4 этажами мусор,Содержание МКД
2970753,Захламление площадки  сбора ТБО на регулярной основе.,Содержание МКД
2970769,Реклама наркотиков на доме,Благоустройство
2970772,Необходим ремонт гаража,Благоустройство
2970789,уберите листву на газоне,Благоустройство
2970795,уберите листву на газоне,Благоустройство
2970796,Разрушается крыльцо,Благоустройство
2970807,"На площадке установлены комплексы для младшей возрастной группы, что очень усложняет прогулку для семей с разновозрастными детьми, малыши от 1 года до 3 роют сами себе песочницу (в левом нижнем углу видно это пятно без травы). На лицо явная необходимость песочницы, закрывающейся, потому что табличек о запрете гулять с собаками тоже нет!",Благоустройство
2970838,Глубокое повреждение дорожного покрытия.,Благоустройство
2970841,рисунки на знаках,Благоустройство
2970844,Граффити на заборе,Благоустройство
2970851,"Фото не соответствует тому месту, где хранятся вещи на лестничной площадке. Необходимо прислать фото того места, где была выявлена проблема. В ответе о якобы решённой задаче -- фото, сделанное с другой стороны, у мусоропровода.",Содержание МКД
2970877,"Провисающие провода , на Доме",Благоустройство
2970887,"Во дворе, с правой стороны арочного проезда повреждена водосточная труба: верхние звенья-отводы все ржавые, а ниже труба вся мятая.
Требуется заменить на новые части.",Кровля
2970891,Необходимо убрать мусор и помыть парадную.,Содержание МКД
2970897,Устранить на ВСЕХ этажах!!!,Содержание МКД
2970899,мусор на детской площадке,Благоустройство
2970900,Прошу восстановить асфальт,Благоустройство
2970931,не убирается мусор около дома.,Благоустройство
2970942,надпись на двери в 4 парадную,Содержание МКД
2970950,"надписи на двери в 2 парадной, необходимо отчистить",Содержание МКД
2970954,Машины разъездили газон.,Благоустройство
2970978,Не убран мусор на тротуаре,Благоустройство
2970990,листва,Благоустройство
2970993,"Необходимо удалить надписи в кабине лифта 3-го подъезда, привести его в надлежащее состояние.",Содержание МКД
2970996,листва,Благоустройство
2971000,"листва, мусор",Благоустройство
2971002,листва,Благоустройство
2971003,листва,Благоустройство
2971004,"4 скамейки стерлась краска, просьба покрасить",Благоустройство
2971005,Протекает кран на стоянке отопления в подвале дома во 2м подъезде. Происходит потеря теплоносителя.,Центральное отопление
2971006,уберите листву на газоне,Благоустройство
2971007,листва,Благоустройство
2971010,рисунки на ящике,Благоустройство
2971020,рисунки на фасаде здания,Благоустройство
2971026,листва,Благоустройство
2971030,Мусор.,Благоустройство
2971031,листва,Благоустройство
2971053,Мусор на газоне,Благоустройство
2971054,листва,Благоустройство
2971059,Мусор на газоне,Благоустройство
2971062,листва,Благоустройство
2971066,"Между домами 18 и 20 по Пулковскому шоссе, на проезжей части придомового проезда, под арочной конструкцией образовалась яма глубиной 10-15 см. Нужен оперативный ремонт асфальтового покрытия.",Благоустройство
2971067,Мусор на газоне,Благоустройство
2971068,листва,Благоустройство
2971071,Шина на газоне,Благоустройство
2971079,"Добрый день, живем в 3-ем подъезде на 1 этаже . Из подвала появились Блохи, которые всех кусают, прошу провести дезинсекцию подвала.",Санитарное состояние
2971083,"Отваливается штукатурка 6 этаж, квартирный холл",Содержание МКД
2971092,Грязь на плафоне у лифта 6 эт,Содержание МКД
2971093,мусор,Благоустройство
2971096,"расклеены объявления с 1 по 5 этаж в парадной 2, просьба устранить",Содержание МКД
2971097,"Добрый день! Это территория, которая убирается только после сообщения на портал «Наш город».",Благоустройство
2971098,Краска и грязь на лифте 6 эт,Содержание МКД
2971101,Грязный фасад дома,Фасад
2971106,мусор,Благоустройство
2971114,Много неубранных листьев на газоне,Благоустройство
2971116,"Добрый день!
Сквер на пересечении Школьной и Туристской улиц (напротив дома 12 по Туристской улице) был благоустроен чуть больше года назад.
К сожалению, один из спортивных тренажёров сломан - лопнула металлическая труба (см.фото).
Примите, пожалуйста, меры по демонтажу опасных (для детей в первую очередь) металлических обломков и по восстановлению тренажёра (если это возможно).
Заранее благодарю Вас!",Благоустройство
2971130,Краска на лестнице 5-6 эт 1 пролет,Содержание МКД
2971144,Не убраны листья с газона,Благоустройство
2971148,"в вашей бумаге указано что моют 1-2 этаж. 



а выше? 

на фото 4 этаж и эти. следы там более двух недель.",Содержание МКД
2971149,Просадка и разрушение асфальтового покрытия вокруг колодца.Требуется восстановление,Повреждения или неисправность элементов уличной инфраструктуры
2971159,На торговый павильон нанесены надписи,Благоустройство
2971163,"На газоне и дороге вдоль всего дома 7 и забором школы постоянно мусор, просьба убрать",Благоустройство
2971168,Дыра у лифта 5 эт,Содержание МКД
2971172,Несметное количество насекомых (мух) в парадной лестницы на всех этажах,Санитарное состояние
2971199,рисунки на фасаде здания,Благоустройство
2971207,"Облупилась краска местами, грязный фасад",Фасад
2971208,мусор на контейнерной площадке,Содержание МКД
2971211,Граффити на входной двери,Благоустройство
2971218,"песок,мусор",Благоустройство
2971237,"Грязный фасад, торец выкрашен разными цветами портит внешний вид",Фасад
2971266,Уже месяц не производится уборка лестничных холлов.,Содержание МКД
2971273,"Добрый день! Секция Д. Тамбур 1 этажа. На стене следы грязи, разводы, подтеки. Прошу отремонтировать стену (заштукатурить, окрасить, и т.п.) по всей площади.",Содержание МКД
2971278,"На площадках 1 и 2 этажа в 4 подъезде все заставлено личными вещами жильцов, что мешает и создаёт угрозу пожара.",Содержание МКД
2971285,"Реклама на столбе, очистить без остатка следов.",Благоустройство
2971287,Свалка мусора на тротуаре,Благоустройство
2971295,"Лифт подъезда #4 находиться в ужасном состоянии и не разу не ремонтировался за последние 15 лет. Грязно, торчат опасные металлические детали, выжжены кнопки, расписаны стены,  рекламный стенд опасен, тк можно зацепиться за отогнутые его чести. Прости провести ремонт в лифте и всех кнопок на этажах, убрать опасный стенд, сделать хотя бы косметический Ремонт.",Содержание МКД
2971306,не вывозится мусор,Содержание МКД
2971314,"Дом по адресу пр. Металлистов 108 не убирается. Уже несколько недель не появляется дворник, не проводится даже сухая уборка. Влажная уборка не проводится уже полгода, не говоря уже о какой либо санитарной обработке учитывая эпидемиологическую ситуацию в городе. Я буду каждый день фотографировать и выкладывать фотографии. При бездействии буду писать в роспотребнадзор.",Содержание МКД
2971316,мусор,Благоустройство
2971344,"парадная 9, 8 этаж
Сорвана пружина закрытия двери при выходе на лестницу",Содержание МКД
2971373,демонтировать кондиционер,Нарушение правил пользования общим имуществом
2971379,знаки из-за несовершенства крепления отвёрнуты в сторону. закрепить надёжно.,Благоустройство
2971383,"9 парадная, лестница между 5 и 4 этажами
Не закрывается внутренняя рама окна. Поступает холодный воздух",Содержание МКД
2971388,знак перекошен. переустановить.,Благоустройство
2971398,"Несоблюдения графика уборки 6 подъезд, 2 этаж.",Содержание МКД
2971405,"деформировалось асфальтное покрытие, растрескались, появилась яма и трещины. переасфальтировать.",Благоустройство
2971410,Песок земля на асфальте,Благоустройство
2971415,"Требуется отремонтировать пол: имеются ямки и трещины. Пол неровный.
При входе (тамбур) имеются ямки; на первом этаже местами отсутствует напольная плитка, наличие трещин; возле почтовых ящиков местам отсутствует напольная плитка , имеются ямки; на втором этаже местами отсутствует напольная плитка, наличие трещин; между вторым и третим этажами местами отсутствует напольная плитка; на третьем этаже местами отсутствует напольная плитка, наличие трещин; между третьим и четвёртым этажами местами отсутствует напольная плитка, наличие неровностей; на четвёртом этаже местами отсутствует напольная плитка, наличие трещин.",Содержание МКД
2971422,Мусорный контейнер переполнен. Контейнерная площадка заполнена неубранным мусором на ул. Брянцева д.26,Содержание МКД
2971424,Песок земля мусор,Благоустройство
2971427,Песок мусор земля,Благоустройство
2971428,заплатка разрушилась. переасфальтировать.,Благоустройство
2971432,знак из-за несовершенства крепления отвернут. надёжно закрепить.,Благоустройство
2971438,"мощение вокруг люка просело. укрепить основание, переложить мощение.",Повреждения или неисправность элементов уличной инфраструктуры
2971444,"мощение просело, деформировалось. граждане запинаются, с колясками ходить неудобно. укрепить основание, переложить мощение.",Благоустройство
2971452,"25.10.2020 Мною был вызван сантехник. Для решения проблемы ему необходимо было посетить подвал, вернувшись оттуда получила информацию о том, что в подвале прорвана канализация, по всюду плавает туалетная бумага и фекалии.
Просьба срочно разобраться!!!!
Адрес:Бабушкина ул., д 131,корпус 2, подъезд 2.",Водоотведение
2971457,мусор в кустах,Благоустройство
2971458,"асфальтное покрытие просело, деформировалось. основание не соответствует проекту, в следствии чего произошла просадка. в рамках гарантийных обязательств, требуется провести ремонт и устранить проседание, переасфальтировать покрытие тротуара, укрепить основание.",Благоустройство
2971463,опора светофора покосилась.,Благоустройство
2971472,"Разрушены песочницы, нет песка в них. Детям негде играть.",Благоустройство
2971475,В первой парадной на 7 этаже на лестничной площадке строительный мусор,Содержание МКД
2971481,неухоженный вид кустарников и деревьев,Благоустройство
2971487,демонтировать объявление,Незаконная информационная и (или) рекламная конструкция
2971490,"надписи на 1 парадной, нужно полностью окрасить дверь",Содержание МКД
2971492,Очень много мусора. Давно лежит,Благоустройство
2971495,"Торговля без разрешения !
Двор завален «продуктами» из за этого вонь и мошки ! 
В квартире находится невозможно ,примите меры !","Незаконная реализация товаров с торгового оборудования (прилавок, ящик, с земли)"
2971497,"листва, мусор",Благоустройство
2971511,"Пушкин. Гражданская 16. На углу дома, около первого подъезда стоит дерево с гнилой седцевиной. Представляет опасность. Территория принадлежит администрации. Администрация по телефонным обращениям никаких действий 2 года не предпринимает.",Благоустройство
2971515,Заклеили рекламными объявлениями крышку электрощитка. Крышку электрощитка нужно покрасить.,Содержание МКД
2971527,Объявления на рекламной конструкции,Состояние рекламных или информационных конструкций
2971541,мусор,Благоустройство
2971545,Объявления на дорожном знаке,Благоустройство
2971554,грязно в парадной,Содержание МКД
2971567,"Пару лет назад заасфальтировали не самую плохую в смысле состояния дорожного покрытия улицу Фрунзе от пр. Ю. Гагарина до Московского проспекта, включая перекрёсток с ул. Ленсовета. На открытие приезжал сам губернатор СПб. По факту имеем стоячие лужи на переходе ул. Ленсовета на этом перекрестке (см. фото) и огромную лужу в параллельном ул. Фрунзе проезде за остановкой автобуса № 16. По проезду носятся, не снижая скорости перед лужей, автомобили, окатывая водой со спины ничего не подозревающих пассажиров. В прошлом году уже было подобное обращение, но в ответе чиновники сослались на забитый снегом и льдом люк ливневой канализации, сейчас фото сделаны в октябре, льда и в помине нет, а лужи стоЯт.",Благоустройство
2971576,"На втором этаже в ненадлежащем состоянии содержится мусоропровод. В стволе находится сквозное отверстие. За стволом, в полу ещё два отверстия через которые проникает неприятный устойчивый запах из мусорной камеры в места общего пользования второго этажа дома. Вентиляция помещений отсутствует, предположительно из-за засорившийся  решетки вентиляционного канала. Просьба, провести ремонт ствола мусоропровода, загерметизировать отверстия в полу за ним, восстановить вентиляцию помещения. Провести проверку санитарного состояния мусорной камеры с целью определения источника неприятного запаха.",Содержание МКД
2971586,Двинская 16/3. Отсутствие уборки придомовой территории. Очень грязно. Прошу устранить.,Благоустройство
2971600,"Пар. 6 Не было влажной уборки. Много битого стекла на лестнице. 
Просьба убрать.",Содержание МКД
2971638,Дорожное покрытие сильно повреждено уже много лет!,Благоустройство
2971640,неочищенная  урна,Благоустройство
2971647,"контейнерная площадка опчть переполнена. фото сдклано 26.10 в 8:00. 

прошу привести в нормативное состояние",Содержание МКД
2971666,Конструкция мешающая парковке (установлена на парковочное месте),Благоустройство
2971672,Повреждено ограждение,Благоустройство
2971674,Крысы  и мышы в обшественных местах 6 парадной,Санитарное состояние
2971679,"Огромный просвет на улицу, через который заливает,  скоро будет промерзать. Внутри парадной на стене уже плесень.",Содержание МКД
2971688,"Лужи на асфальте, вызванные скоплением осадков, севернее дома 40 корпус 3 (между поликлиникой и МКД). Территория относится к МКД.
Создают неудобства жителям дома и пациентам поликлиники.

Зафиксировано спустя 5 часов после прохождения осадков (после дождя), на фото - солнечный день.",Благоустройство
2971690,"Не моется парадная номер 16, пятна на полу на первом этаже, грязный лифт.",Содержание МКД
2971739,Из мусоропровода выползают такараны. 11-й подъезд,Санитарное состояние
2971776,отгороженный самозахват территории под парковку. прошу устранить.,Благоустройство
2971777,"лист гипсокартона не покрашен в цвет, швы не заделаны",Содержание МКД
2971779,"Грязь, брызги краски на плитке,остатки скотча после ремонта.",Содержание МКД
2971781,Необходимо удалить несанкционированную рекламу с межэтажной двери четвёртого этажа первого подъезда МКД.,Содержание МКД
2971797,"Ограда в ненадлежащем виде, нужно приварить одну секцую ( приварить, а не выкинуть как вы делаете! ). Отсутствует крышка на ограде и в том место нужно приварить. Это ограждение относится к спортивному комплексу.",Благоустройство
2971808,Не соблюдается график влажной уборки в парадной 5. Подтверждения выполнения уборки нет.,Содержание МКД
2971811,"Правилами благоустройства территории Санкт-Петербурга (утв. ПП СПб от 09.11.2016 № 961) НТО отнесены к строениям, сооружениям, не имеющим прочной связи с землей, конструктивные характеристики которых позволяют осуществить их перемещение и (или) демонтаж (п. 1.7, п. 2.7.2 прил. № 2).

Статьей 27.10 КоАП РФ предусмотрено изъятие вещей, явившихся орудиями совершения или предметами административного правонарушения. В рассматриваемом случае таким орудием является незаконно размещенный НТО.

Существует практика изъятия НТО в рамках производства по делу об административном правонарушении, предусмотренном п. 1 ст. 16 Закона Санкт-Петербурга от 31.05.2010 № 273-70. Законность таких действий подтверждена арбитражным судом (дело № А56-7477/2020).

Исчерпывающий комплекс мер по устранению проблемы не принят. Устранение правонарушения собственником не подтверждено. ИОГВ не пресекли правонарушение (не приняты меры по изъятию НТО, хотя ИОГВ располагают необходимыми полномочиями).",Благоустройство
2971812,"Витебский пр. д. 21 кор. 2 первый подъезд, торец дома (справа от первого подъезда) у люка утащили крышку. Сейчас люк закрыт доской, но она не надежна и может быть опасна для детей.

Там находится два люка. У первого из них (виден на третьем фото) уже год назад утащили крышку. Тогда вместо железной крышки на него положили бетонную крышку. Сейчас утащили крышку у второго люка.",Повреждения или неисправность элементов уличной инфраструктуры
2971816,"просел асфальт на отмостке дома ,,в связи с этим попадает вода и разрушается фундамент  . фото около парадной номер 3.",Фасад
2971851,"Нет освещения на уличном фанаре, рядом с акркой 2 парадная и нет света у 3 парадной (вход)",Содержание МКД
2971862,Просьба восстановить поребрик,Благоустройство
2971864,Необходимо удалить несанкционированную рекламу с двери шестого этажа первого подъезда МКД.,Содержание МКД
2971870,"Сломана детская качель.
Необходимо отремонтировать",Благоустройство
